4,0.082308,-0.33845,0,0,0,0,3,0.0024374,0.0072495,0.26067,-0.040703,0.31576,31.391,0.31576,100,8
4,0.073659,-0.34545,0,0,0,0,4,0.0024334,0.0076476,0.24512,-0.038552,0.3005,32.416,0.3005,100,8
4,0.066611,-0.35047,0,0,0,0,5,0.0024294,0.0080198,0.23175,-0.036527,0.28743,33.426,0.28743,100,8
4,0.060773,-0.35411,0,0,0,0,6,0.0024254,0.0083679,0.2201,-0.034655,0.27611,34.422,0.27611,100,8
7,0.45579,1.2489,0,0,0,1,7,0.0024215,NaN,0.94047,0.11474,0.48463,35.578,0.48463,100,8
7,0.22959,-0.098691,0,0,0,0,2,0.0024256,0.004598,0.4926,-0.016571,0.46608,33.728,0.46608,100,8
7,0.18299,-0.21701,0,0,0,0,3,0.002421,0.0051676,0.43557,-0.031813,0.42011,34.968,0.42011,100,8
7,0.15019,-0.29261,0,0,0,0,4,0.0024162,0.0057185,0.39123,-0.038046,0.38389,36.207,0.38389,100,8
7,0.12637,-0.34229,0,0,0,0,5,0.0024113,0.006242,0.3561,-0.040031,0.35487,37.43,0.35487,100,8
7,0.10853,-0.37576,0,0,0,0,6,0.0024064,0.0067353,0.32768,-0.039999,0.33121,38.633,0.33121,100,8
7,0.094799,-0.39877,0,0,0,0,7,0.0024014,0.0071982,0.30423,-0.03902,0.31161,39.813,0.31161,100,8
7,0.083978,-0.41483,0,0,0,0,8,0.0023965,0.007632,0.28454,-0.037623,0.29514,40.971,0.29514,100,8
7,0.075274,-0.42616,0,0,0,0,9,0.0023915,0.008038,0.26776,-0.036075,0.28113,42.105,0.28113,100,8
2,0.47538,1.1577,2,0,0,1,10,0.0023866,NaN,0.93457,0.091523,0.50866,43.448,0.50866,100,8
2,0.45058,0.50725,0,0,0,0,1,0.0023947,0.0030403,0.67146,0.10973,0.67104,38.829,0.67104,100,8
2,0.32686,0.09153,0,0,0,0,2,0.0023909,0.0035503,0.56568,0.016685,0.57782,40.057,0.57782,100,8
2,0.24545,-0.14677,0,0,0,0,3,0.002386,0.0041124,0.48435,-0.022731,0.50677,41.381,0.50677,100,8
2,0.19182,-0.28568,0,0,0,0,4,0.0023807,0.0046758,0.42358,-0.038301,0.45286,42.729,0.45286,100,8
1,0.59979,0.40148,2,0,0,1,5,0.0023752,NaN,0.91714,0.047283,0.65398,44.255,0.65398,100,8
1,0.20356,-0.26808,0,0,0,0,2,0.0023745,0.0045242,0.43795,-0.035461,0.46479,44.971,0.46479,100,8
1,0.16342,-0.36762,0,0,0,0,3,0.0023688,0.0050705,0.38864,-0.042742,0.42049,46.342,0.42049,100,8
1,0.13523,-0.42881,0,0,0,0,4,0.0023629,0.0055881,0.35059,-0.044573,0.38572,47.687,0.38572,100,8
1,0.11467,-0.4673,0,0,0,0,5,0.0023571,0.0060738,0.32045,-0.04404,0.35784,48.999,0.35784,100,8
1,0.099176,-0.49185,0,0,0,0,6,0.0023513,0.0065279,0.29601,-0.042511,0.33504,50.275,0.33504,100,8
1,0.087167,-0.50754,0,0,0,0,7,0.0023455,0.006952,0.27577,-0.040608,0.31609,51.518,0.31609,100,8
1,0.077638,-0.51745,0,0,0,0,8,0.0023398,0.007348,0.25871,-0.038623,0.3001,52.728,0.3001,100,8
1,0.069922,-0.52348,0,0,0,0,9,0.0023342,0.0077179,0.2441,-0.036688,0.28645,53.906,0.28645,100,8
1,0.063566,-0.52687,0,0,0,0,10,0.0023286,0.0080637,0.23143,-0.034863,0.27467,55.055,0.27467,100,8
5,0.47774,1.7327,2,0,0,1,11,0.0023232,NaN,0.9392,0.10802,0.50867,56.559,0.50867,100,8
5,0.23025,-0.27564,0,0,0,0,1,0.0023338,0.0039887,0.45053,-0.035907,0.51107,52.208,0.51107,100,8
5,0.18037,-0.40548,0,0,0,0,2,0.0023276,0.0045337,0.39441,-0.045861,0.45732,53.67,0.45732,100,8
5,0.14654,-0.481,0,0,0,0,3,0.0023212,0.0050501,0.35225,-0.048202,0.41601,55.098,0.41601,100,8
5,0.12254,-0.52598,0,0,0,0,4,0.0023149,0.0055337,0.31958,-0.047483,0.38345,56.484,0.38345,100,8
5,0.10485,-0.55301,0,0,0,0,5,0.0023086,0.0059846,0.29354,-0.045573,0.35718,57.825,0.35718,100,8
5,0.091371,-0.56906,0,0,0,0,6,0.0023023,0.0064046,0.27228,-0.043269,0.33558,59.124,0.33558,100,8
5,0.080826,-0.57821,0,0,0,0,7,0.0022962,0.006796,0.25455,-0.040916,0.31752,60.383,0.31752,100,8
6,0.52041,1.6716,2,0,0,1,8,0.0022902,NaN,0.9355,0.1101,0.55629,62.037,0.55629,100,8
6,0.22,-0.32245,0,0,0,0,1,0.0023005,0.0040585,0.44239,-0.03729,0.4973,57.496,0.4973,100,8
6,0.17372,-0.45287,0,0,0,0,2,0.0022939,0.0045915,0.38901,-0.045736,0.44657,59.015,0.44657,100,8
6,0.142,-0.52914,0,0,0,0,3,0.0022872,0.0050956,0.3486,-0.047576,0.40734,60.493,0.40734,100,8
6,0.1193,-0.5746,0,0,0,0,4,0.0022805,0.0055673,0.31708,-0.046726,0.37625,61.924,0.37625,100,8
6,0.10245,-0.60179,0,0,0,0,5,0.0022738,0.0060072,0.29183,-0.044823,0.35106,63.306,0.35106,100,8
6,0.089541,-0.61774,0,0,0,0,6,0.0022673,0.006417,0.27112,-0.042573,0.33026,64.641,0.33026,100,8
6,0.079392,-0.62656,0,0,0,0,7,0.0022609,0.006799,0.25379,-0.040288,0.31283,65.932,0.31283,100,8
3,0.51827,1.8179,2,0,0,1,8,0.0022545,NaN,0.93599,0.10899,0.55371,67.686,0.55371,100,8
3,0.19726,-0.45835,0,0,0,0,1,0.0022654,0.0040678,0.4016,-0.048173,0.49118,65.171,0.49118,100,8
3,0.15749,-0.55516,0,0,0,0,2,0.0022584,0.0045769,0.35524,-0.051278,0.44334,66.713,0.44334,100,8
3,0.13,-0.60994,0,0,0,0,3,0.0022514,0.0050528,0.32004,-0.050467,0.4062,68.2,0.4062,100,8
3,0.11014,-0.641,0,0,0,0,4,0.0022445,0.0054953,0.29244,-0.04823,0.37662,69.629,0.37662,100,8
3,0.095244,-0.65806,0,0,0,0,5,0.0022377,0.0059065,0.27018,-0.045566,0.35252,71.004,0.35252,100,8
3,0.083735,-0.6666,0,0,0,0,6,0.002231,0.006289,0.25182,-0.042884,0.33252,72.329,0.33252,100,8
3,0.074616,-0.66981,0,0,0,0,7,0.0022245,0.0066452,0.23637,-0.040347,0.31568,73.607,0.31568,100,8
4,0.52264,2.1328,2,0,0,1,8,0.0022181,NaN,0.93815,0.12009,0.55709,75.453,0.55709,100,8
4,0.088688,-0.68507,0,0,0,0,1,0.0022301,0.0057925,0.24685,-0.046365,0.35928,74.424,0.35928,100,8
4,0.078382,-0.68648,0,0,0,0,2,0.0022236,0.006151,0.23074,-0.043301,0.3397,75.715,0.3397,100,8
4,0.070159,-0.68439,0,0,0,0,3,0.0022173,0.0064847,0.21712,-0.04053,0.32314,76.959,0.32314,100,8
4,0.063466,-0.68017,0,0,0,0,4,0.002211,0.0067959,0.20543,-0.038048,0.30894,78.16,0.30894,100,8
5,0.43904,2.5934,0,0,0,1,5,0.002205,NaN,0.92697,0.13654,0.47363,80.014,0.47363,100,8
5,0.093157,-0.71122,0,0,0,0,1,0.0022184,0.0063085,0.28384,-0.042037,0.3282,77.983,0.3282,100,8
5,0.082352,-0.72472,0,0,0,0,2,0.0022114,0.0066928,0.26529,-0.039979,0.31042,79.364,0.31042,100,8
5,0.073702,-0.73159,0,0,0,0,3,0.0022045,0.0070515,0.24956,-0.037934,0.29533,80.695,0.29533,100,8
5,0.066644,-0.73408,0,0,0,0,4,0.0021977,0.0073863,0.23601,-0.035988,0.28238,81.978,0.28238,100,8
5,0.060793,-0.73363,0,0,0,0,5,0.002191,0.0076993,0.2242,-0.034176,0.27115,83.217,0.27115,100,8
5,0.055874,-0.7312,0,0,0,0,6,0.0021845,0.0079919,0.21381,-0.032506,0.26133,84.414,0.26133,100,8
5,0.051688,-0.72742,0,0,0,0,7,0.0021781,0.0082658,0.20457,-0.030976,0.25267,85.573,0.25267,100,8
5,0.048088,-0.72275,0,0,0,0,8,0.0021718,0.0085221,0.19628,-0.029575,0.24499,86.694,0.24499,100,8
5,0.044964,-0.71747,0,0,0,0,9,0.0021657,0.0087622,0.18881,-0.028294,0.23815,87.781,0.23815,100,8
5,0.042229,-0.71181,0,0,0,0,10,0.0021596,0.008987,0.18202,-0.027122,0.232,88.834,0.232,100,8
6,0.38604,3.1735,0,0,0,1,11,0.0021537,NaN,0.92944,0.11597,0.41535,90.724,0.41535,100,8
6,0.093181,-0.77098,0,0,0,0,1,0.0021689,0.0061404,0.2827,-0.042258,0.32961,86.845,0.32961,100,8
6,0.082341,-0.78438,0,0,0,0,2,0.0021617,0.0065154,0.26419,-0.040152,0.31167,88.255,0.31167,100,8
6,0.073668,-0.7907,0,0,0,0,3,0.0021545,0.0068652,0.2485,-0.038069,0.29645,89.61,0.29645,100,8
6,0.066595,-0.79236,0,0,0,0,4,0.0021475,0.0071919,0.235,-0.036093,0.28339,90.913,0.28339,100,8
6,0.060734,-0.79092,0,0,0,0,5,0.0021407,0.0074972,0.22324,-0.034257,0.27206,92.168,0.27206,100,8
7,0.39792,2.7172,0,0,0,1,6,0.002134,NaN,0.92111,0.11136,0.432,94.244,0.432,100,8
7,0.11119,-0.79348,0,0,0,0,1,0.0021474,0.005216,0.2931,-0.04857,0.37934,88.87,0.37934,100,8
7,0.096003,-0.81288,0,0,0,0,2,0.0021399,0.0056095,0.27061,-0.045864,0.35477,90.349,0.35477,100,8
7,0.084296,-0.82148,0,0,0,0,3,0.0021326,0.0059752,0.25208,-0.043137,0.3344,91.763,0.3344,100,8
7,0.075036,-0.82341,0,0,0,0,4,0.0021254,0.0063156,0.23652,-0.040557,0.31725,93.117,0.31725,100,8
7,0.067554,-0.82114,0,0,0,0,5,0.0021183,0.006633,0.22324,-0.038184,0.30261,94.416,0.30261,100,8
7,0.0614,-0.81622,0,0,0,0,6,0.0021115,0.0069293,0.21175,-0.036027,0.28997,95.664,0.28997,100,8
2,0.44936,2.996,0,0,0,1,7,0.0021048,NaN,0.92295,0.12489,0.48688,97.808,0.48688,100,8
2,0.2151,-0.47419,0,0,0,0,1,0.0021189,0.0038056,0.43932,-0.037503,0.48963,88.905,0.48963,100,8
2,0.17051,-0.65241,0,0,0,0,2,0.002111,0.0042928,0.38721,-0.045362,0.44036,90.699,0.44036,100,8
2,0.13978,-0.75517,0,0,0,0,3,0.0021029,0.0047528,0.34761,-0.047032,0.40211,92.428,0.40211,100,8
2,0.11769,-0.81496,0,0,0,0,4,0.002095,0.0051829,0.31662,-0.046159,0.3717,94.081,0.3717,100,8
2,0.10122,-0.84925,0,0,0,0,5,0.0020871,0.0055837,0.29173,-0.044282,0.34699,95.66,0.34699,100,8
2,0.088576,-0.8679,0,0,0,0,6,0.0020794,0.0059571,0.27126,-0.042073,0.32653,97.169,0.32653,100,8
2,0.078606,-0.87668,0,0,0,0,7,0.0020719,0.0063052,0.25411,-0.039828,0.30934,98.612,0.30934,100,8
2,0.070578,-0.87912,0,0,0,0,8,0.0020646,0.00663,0.2395,-0.037679,0.29469,99.995,0.29469,100,8
2,0.063996,-0.87741,0,0,0,0,9,0.0020575,0.0069333,0.22688,-0.035675,0.28207,101.32,0.28207,100,8
3,0.52157,2.9495,2,0,0,1,10,0.0020505,NaN,0.9452,0.11315,0.55181,103.65,0.55181,100,8
3,0.095852,-0.89511,0,0,0,0,1,0.0020648,0.0053339,0.26634,-0.046588,0.35988,100.33,0.35988,100,8
3,0.084097,-0.90178,0,0,0,0,2,0.0020573,0.0056841,0.24804,-0.043698,0.33905,101.8,0.33905,100,8
3,0.074813,-0.90156,0,0,0,0,3,0.00205,0.00601,0.23269,-0.040996,0.32152,103.2,0.32152,100,8
3,0.06732,-0.89709,0,0,0,0,4,0.0020429,0.0063138,0.2196,-0.03853,0.30656,104.54,0.30656,100,8
3,0.061162,-0.88998,0,0,0,0,5,0.002036,0.0065976,0.20828,-0.036301,0.29366,105.82,0.29366,100,8
3,0.056022,-0.88126,0,0,0,0,6,0.0020293,0.0068629,0.19837,-0.034294,0.28241,107.05,0.28241,100,8
3,0.051673,-0.8716,0,0,0,0,7,0.0020227,0.0071113,0.18961,-0.032488,0.27252,108.24,0.27252,100,8
1,0.49575,3.6812,2,0,0,1,8,0.0020162,NaN,0.95134,0.13041,0.52111,110.61,0.52111,100,8
1,0.10046,-0.9347,0,0,0,0,1,0.0020327,0.0048266,0.25776,-0.050603,0.38975,106.27,0.38975,100,8
1,0.087409,-0.9372,0,0,0,0,2,0.0020253,0.0051695,0.23901,-0.047016,0.36572,107.74,0.36572,100,8
1,0.077249,-0.93293,0,0,0,0,3,0.002018,0.0054877,0.22347,-0.043759,0.34568,109.13,0.34568,100,8
1,0.069144,-0.92473,0,0,0,0,4,0.0020109,0.0057838,0.21035,-0.040849,0.3287,110.46,0.3287,100,8
3,0.4455,3.4124,0,0,0,1,5,0.0020041,NaN,0.92377,0.14132,0.48226,112.92,0.48226,100,8
3,0.056961,-0.95545,0,0,0,0,1,0.0020187,0.0073176,0.21613,-0.032889,0.26356,115.42,0.26356,100,8
3,0.052586,-0.94818,0,0,0,0,2,0.0020118,0.0075755,0.20663,-0.031307,0.25449,116.65,0.25449,100,8
3,0.048833,-0.93972,0,0,0,0,3,0.002005,0.007817,0.19815,-0.02986,0.24645,117.83,0.24645,100,8
3,0.045583,-0.9305,0,0,0,0,4,0.0019984,0.0080435,0.1905,-0.028536,0.23928,118.97,0.23928,100,8
3,0.042745,-0.92082,0,0,0,0,5,0.0019919,0.0082558,0.18357,-0.027325,0.23285,120.07,0.23285,100,8
3,0.040247,-0.9109,0,0,0,0,6,0.0019856,0.008455,0.17725,-0.026215,0.22706,121.12,0.22706,100,8
3,0.038033,-0.90089,0,0,0,0,7,0.0019793,0.0086419,0.17146,-0.025197,0.22182,122.14,0.22182,100,8
3,0.03606,-0.8909,0,0,0,0,8,0.0019733,0.0088172,0.16612,-0.024259,0.21707,123.12,0.21707,100,8
3,0.03429,-0.88099,0,0,0,0,9,0.0019673,0.0089816,0.16119,-0.023395,0.21273,124.06,0.21273,100,8
3,0.032695,-0.87122,0,0,0,0,10,0.0019614,0.0091358,0.1566,-0.022596,0.20878,124.97,0.20878,100,8
5,0.42884,4.671,0,0,0,1,11,0.0019557,NaN,0.96113,0.11701,0.44618,127.44,0.44618,100,8
5,0.063191,-0.98564,0,0,0,0,1,0.001975,0.0060707,0.20452,-0.037994,0.30898,116.02,0.30898,100,8
5,0.057649,-0.97363,0,0,0,0,2,0.0019682,0.0063296,0.19443,-0.035752,0.29651,117.29,0.29651,100,8
5,0.052992,-0.96074,0,0,0,0,3,0.0019615,0.006572,0.18556,-0.033751,0.28559,118.51,0.28559,100,8
5,0.049031,-0.94745,0,0,0,0,4,0.0019551,0.0067992,0.17768,-0.031958,0.27595,119.67,0.27595,100,8
5,0.045623,-0.93408,0,0,0,0,5,0.0019487,0.0070124,0.17063,-0.030348,0.26738,120.8,0.26738,100,8
5,0.042664,-0.92082,0,0,0,0,6,0.0019425,0.0072126,0.16427,-0.028897,0.25972,121.88,0.25972,100,8
5,0.040073,-0.9078,0,0,0,0,7,0.0019365,0.0074009,0.1585,-0.027585,0.25283,122.92,0.25283,100,8
5,0.037787,-0.89509,0,0,0,0,8,0.0019306,0.0075779,0.15322,-0.026393,0.24661,123.92,0.24661,100,8
5,0.035756,-0.88274,0,0,0,0,9,0.0019248,0.0077444,0.14839,-0.025307,0.24097,124.89,0.24097,100,8
5,0.033942,-0.87076,0,0,0,0,10,0.0019191,0.0079012,0.14392,-0.024314,0.23583,125.82,0.23583,100,8
1,0.36968,5.1496,0,2,0,1,11,0.0019135,NaN,0.94771,0.13848,0.39008,128.35,0.39008,100,8
1,0.081657,-1.0687,0,0,0,0,1,0.0019331,0.0053801,0.24226,-0.043317,0.33707,125.91,0.33707,100,8
1,0.072811,-1.0646,0,0,0,0,2,0.0019258,0.0056808,0.22759,-0.040601,0.31993,127.34,0.31993,100,8
1,0.065644,-1.0562,0,0,0,0,3,0.0019186,0.0059613,0.21504,-0.038139,0.30526,128.71,0.30526,100,8
1,0.059734,-1.0452,0,0,0,0,4,0.0019117,0.0062235,0.20417,-0.035922,0.29257,130.02,0.29257,100,8
1,0.05059,-1.0194,0,0,0,0,6,0.0018983,0.0066988,0.18619,-0.032139,0.27171,132.46,0.27171,100,8
4,0.506,4.4039,2,0,0,1,7,0.0018919,NaN,0.95678,0.13201,0.52886,135.28,0.52886,100,8
4,0.09889,-1.0893,0,0,0,0,1,0.0019096,0.004204,0.23551,-0.054071,0.4199,126.6,0.4199,100,8
4,0.085849,-1.0799,0,0,0,0,2,0.0019023,0.0045101,0.21817,-0.049646,0.39349,128.08,0.39349,100,8
4,0.075751,-1.0655,0,0,0,0,3,0.0018953,0.0047936,0.20388,-0.045793,0.37154,129.49,0.37154,100,8
4,0.067726,-1.0486,0,0,0,0,4,0.0018885,0.0050572,0.19186,-0.042449,0.35299,130.82,0.35299,100,8
4,0.06121,-1.0306,0,0,0,0,5,0.0018818,0.0053029,0.18158,-0.039538,0.33709,132.09,0.33709,100,8
4,0.055824,-1.0123,0,0,0,0,6,0.0018754,0.0055327,0.17266,-0.036992,0.32331,133.3,0.32331,100,8
6,0.55248,4.7797,2,0,0,1,7,0.0018691,NaN,0.95755,0.16495,0.57697,136.2,0.57697,100,8
6,0.09198,-1.1366,0,0,0,0,1,0.0018875,0.0047664,0.2495,-0.047667,0.36866,132.73,0.36866,100,8
6,0.080865,-1.134,0,0,0,0,2,0.00188,0.0050736,0.23267,-0.044402,0.34755,134.25,0.34755,100,8
6,0.072065,-1.1251,0,0,0,0,3,0.0018727,0.0053593,0.21855,-0.041453,0.32974,135.69,0.32974,100,8
6,0.064945,-1.1126,0,0,0,0,4,0.0018656,0.0056258,0.20649,-0.038815,0.31452,137.05,0.31452,100,8
6,0.05908,-1.0981,0,0,0,0,5,0.0018586,0.0058748,0.19605,-0.036465,0.30135,138.35,0.30135,100,8
6,0.054174,-1.0825,0,0,0,0,6,0.0018519,0.0061079,0.18691,-0.034369,0.28985,139.6,0.28985,100,8
6,0.050016,-1.0664,0,0,0,0,7,0.0018454,0.0063264,0.17881,-0.032496,0.27971,140.78,0.27971,100,8
2,0.51582,4.8392,2,0,0,1,8,0.001839,NaN,0.95706,0.14015,0.53897,143.78,0.53897,100,8
2,0.090935,-1.1742,0,0,0,0,1,0.0018571,0.0048353,0.25399,-0.046308,0.35802,130.91,0.35802,100,8
2,0.080127,-1.1734,0,0,0,0,2,0.0018494,0.0051392,0.23715,-0.043284,0.33788,132.5,0.33788,100,8
2,0.071533,-1.1659,0,0,0,0,3,0.001842,0.0054221,0.22296,-0.040522,0.32083,134.01,0.32083,100,8
2,0.064557,-1.1543,0,0,0,0,4,0.0018347,0.0056861,0.21081,-0.038032,0.30623,135.44,0.30623,100,8
7,0.55295,4.2548,2,0,0,1,5,0.0018277,NaN,0.95274,0.13191,0.58038,138.54,0.58038,100,8
7,0.094009,-1.1914,0,0,0,0,1,0.0018441,0.00437,0.23992,-0.050512,0.39184,137.97,0.39184,100,8
7,0.082252,-1.1831,0,0,0,0,2,0.0018366,0.0046653,0.22319,-0.046709,0.36852,139.51,0.36852,100,8
7,0.073024,-1.1692,0,0,0,0,3,0.0018294,0.0049395,0.20926,-0.043345,0.34897,140.97,0.34897,100,8
7,0.06561,-1.1523,0,0,0,0,4,0.0018223,0.0051949,0.19743,-0.040385,0.33232,142.34,0.33232,100,8
7,0.059536,-1.134,0,0,0,0,5,0.0018155,0.0054333,0.18724,-0.03778,0.31796,143.65,0.31796,100,8
4,0.44971,4.8453,0,0,0,1,6,0.0018088,NaN,0.9359,0.15223,0.48051,146.77,0.48051,100,8
4,0.067155,-1.1867,0,0,0,0,1,0.0018258,0.0052444,0.20379,-0.040516,0.32953,148.09,0.32953,100,8
4,0.060846,-1.1692,0,0,0,0,2,0.001819,0.0054897,0.19311,-0.037922,0.31508,149.43,0.31508,100,8
4,0.055604,-1.1507,0,0,0,0,3,0.0018124,0.0057192,0.18381,-0.035627,0.30251,150.71,0.30251,100,8
4,0.051187,-1.1319,0,0,0,0,4,0.0018059,0.0059344,0.17561,-0.033588,0.29147,151.93,0.29147,100,8
4,0.047419,-1.1131,0,0,0,0,5,0.0017997,0.0061364,0.16832,-0.03177,0.28171,153.09,0.28171,100,8
4,0.04417,-1.0947,0,0,0,0,6,0.0017935,0.0063264,0.16179,-0.030142,0.27301,154.2,0.27301,100,8
4,0.041343,-1.0768,0,0,0,0,7,0.0017876,0.0065052,0.15589,-0.028678,0.2652,155.27,0.2652,100,8
4,0.038862,-1.0594,0,0,0,0,8,0.0017818,0.0066736,0.15053,-0.027355,0.25817,156.29,0.25817,100,8
1,0.50438,5.9324,2,2,0,1,9,0.0017761,NaN,0.9649,0.14672,0.52273,159.55,0.52273,100,8
1,0.066349,-1.2426,0,0,0,0,1,0.0017964,0.0054548,0.21257,-0.038878,0.31213,151.39,0.31213,100,8
1,0.060264,-1.2271,0,0,0,0,2,0.0017895,0.0057005,0.20168,-0.036541,0.29882,152.78,0.29882,100,8
1,0.055184,-1.21,0,0,0,0,3,0.0017827,0.0059307,0.19215,-0.03445,0.2872,154.1,0.2872,100,8
1,0.050887,-1.1921,0,0,0,0,4,0.0017762,0.0061465,0.18373,-0.032577,0.27697,155.37,0.27697,100,8
1,0.047209,-1.174,0,0,0,0,5,0.0017698,0.0063492,0.17622,-0.030894,0.2679,156.57,0.2679,100,8
1,0.044028,-1.1559,0,0,0,0,6,0.0017635,0.0065397,0.16947,-0.029378,0.2598,157.72,0.2598,100,8
1,0.041254,-1.138,0,0,0,0,7,0.0017574,0.006719,0.16336,-0.028008,0.25253,158.82,0.25253,100,8
1,0.038815,-1.1206,0,0,0,0,8,0.0017515,0.0068879,0.1578,-0.026765,0.24597,159.88,0.24597,100,8
1,0.036654,-1.1036,0,0,0,0,9,0.0017457,0.0070471,0.15271,-0.025633,0.24002,160.89,0.24002,100,8
1,0.034729,-1.0871,0,0,0,0,10,0.00174,0.0071971,0.14803,-0.024599,0.23461,161.86,0.23461,100,8
3,0.33777,6.217,0,2,0,1,11,0.0017344,NaN,0.93531,0.13538,0.36114,165.07,0.36114,100,8
3,0.054766,-1.1989,0,0,0,0,1,0.0017536,0.0053864,0.17617,-0.035905,0.31087,159.06,0.31087,100,8
3,0.050426,-1.1773,0,0,0,0,2,0.0017474,0.0055895,0.16836,-0.033802,0.29951,160.27,0.29951,100,8
3,0.046722,-1.1561,0,0,0,0,3,0.0017414,0.0057804,0.16142,-0.031934,0.28945,161.41,0.28945,100,8
3,0.043528,-1.1355,0,0,0,0,4,0.0017354,0.00596,0.15519,-0.030266,0.28048,162.51,0.28048,100,8
3,0.040748,-1.1156,0,0,0,0,5,0.0017297,0.0061292,0.14957,-0.028769,0.27243,163.55,0.27243,100,8
3,0.038307,-1.0964,0,0,0,0,6,0.0017241,0.0062888,0.14446,-0.02742,0.26517,164.56,0.26517,100,8
3,0.036148,-1.078,0,0,0,0,7,0.0017186,0.0064394,0.13979,-0.026199,0.25859,165.52,0.25859,100,8
