PV,CA,PV/CA,CA/PV,PV_percent,CA_percent,Diff,Diff_percent
0.696193512,0.61808719,1.126367806,0.887809466,0.529714475,0.470285525,-0.078106322,-0.05942895
0.690298664,0.510070721,1.353339126,0.738913093,0.575071868,0.424928132,-0.180227943,-0.150143735
0.705337124,0.558656425,1.262559764,0.792041715,0.558022725,0.441977275,-0.146680699,-0.116045449
0.604019626,0.469333652,1.286972761,0.777017222,0.562740748,0.437259252,-0.134685974,-0.125481495
0.572056653,0.417115044,1.371460131,0.729149887,0.578318865,0.421681135,-0.154941609,-0.15663773
0.59449299,0.442159858,1.344520492,0.743759582,0.573473551,0.426526449,-0.152333132,-0.146947102
0.679013124,0.578295979,1.174161932,0.851671284,0.540052659,0.459947341,-0.100717145,-0.080105318
0.680664547,0.549986097,1.237603188,0.808013432,0.553093236,0.446906764,-0.13067845,-0.106186472
0.705052241,0.648644002,1.086963325,0.919994242,0.520834895,0.479165105,-0.056408239,-0.041669791
0.520262485,0.382172604,1.361328571,0.734576517,0.576509592,0.423490408,-0.138089881,-0.153019184
0.599982338,0.635138772,0.944647634,1.058595782,0.485768022,0.514231978,0.035156434,0.028463957
0.624817979,0.655091322,0.953787599,1.048451459,0.488173637,0.511826363,0.030273343,0.023652725
0.704616344,0.679239331,1.03736093,0.963984638,0.509168952,0.490831048,-0.025377013,-0.018337904
0.627046387,0.513713103,1.220615911,0.819258533,0.549674487,0.450325513,-0.113333284,-0.099348973
0.674155243,0.64394845,1.046908713,0.95519312,0.511458428,0.488541572,-0.030206793,-0.022916856
0.654374,0.601784666,1.087388957,0.919634133,0.5209326,0.4790674,-0.052589334,-0.0418652
0.496643874,0.475134524,1.045270021,0.956690596,0.511067004,0.488932996,-0.02150935,-0.022134007
0.720628343,0.654422496,1.101166826,0.908127612,0.524073963,0.475926037,-0.066205847,-0.048147927
0.72352062,0.620288028,1.166426865,0.857319074,0.538410451,0.461589549,-0.103232592,-0.076820902
0.708619715,0.728540427,0.972656683,1.028111992,0.493069418,0.506930582,0.019920712,0.013861164
0.507962335,0.547101941,0.928460122,1.077052181,0.481451554,0.518548446,0.039139606,0.037096892
0.722642556,0.649983449,1.111786088,0.899453601,0.52646719,0.47353281,-0.072659107,-0.05293438
0.711349787,0.600247913,1.185093312,0.843815411,0.54235364,0.45764636,-0.111101874,-0.08470728
0.609243841,0.559214935,1.08946275,0.917883608,0.521408075,0.478591925,-0.050028906,-0.04281615
0.474755822,0.577287693,0.82239034,1.215967591,0.451270138,0.548729862,0.102531871,0.097459724
0.645161575,0.697978524,0.92432869,1.081866235,0.480338258,0.519661742,0.052816949,0.039323485
0.469966645,0.523890685,0.897070054,1.114740143,0.472871338,0.527128662,0.05392404,0.054257325
0.361313002,0.427633327,0.844913105,1.183553663,0.457969052,0.542030948,0.066320325,0.084061897
0.296335642,0.414162554,0.715505637,1.397613028,0.417081484,0.582918516,0.117826912,0.165837032
0.464657984,0.53340571,0.871115504,1.147953394,0.46555945,0.53444055,0.068747726,0.068881101
0.381724962,0.52941901,0.721026172,1.386912208,0.418951311,0.581048689,0.147694048,0.162097377
0.533425455,0.615228731,0.867035995,1.153354654,0.464391687,0.535608313,0.081803276,0.071216626
0.216906936,0.463037884,0.468443174,2.134730648,0.319006675,0.680993325,0.246130948,0.361986651
0.54974422,0.681039072,0.807213921,1.238828981,0.446662076,0.553337924,0.131294852,0.106675849
0.120587648,0.257182155,0.468880308,2.132740453,0.319209336,0.680790664,0.136594507,0.361581328
0.500459089,0.597673148,0.837345781,1.194249762,0.455736634,0.544263366,0.097214059,0.088526733
0.06692402,0.165929489,0.403328067,2.479371218,0.287408252,0.712591748,0.099005469,0.425183496
0.278388883,0.372902238,0.74654656,1.339501183,0.427441545,0.572558455,0.094513355,0.14511691
0.038755003,0.004773961,8.117997403,0.123183089,0.890326795,0.109673205,-0.033981042,-0.78065359
0.337366627,0.350766855,0.961797337,1.039720076,0.490263351,0.509736649,0.013400228,0.019473297
0.540487433,0.463960395,1.16494304,0.858411069,0.538094083,0.461905917,-0.076527038,-0.076188166
0.429907439,0.38208945,1.125148677,0.888771432,0.529444687,0.470555313,-0.047817989,-0.058889375
0.431981069,0.322489729,1.339518844,0.746536717,0.572561682,0.427438318,-0.10949134,-0.145123364
0.432802699,0.364834116,1.186299965,0.842957118,0.542606222,0.457393778,-0.067968583,-0.085212445
0.495902389,0.410641796,1.207627655,0.828069808,0.547025062,0.452974938,-0.085260593,-0.094050124
0.263908773,0.240464641,1.097495132,0.911165772,0.523240848,0.476759152,-0.023444132,-0.046481697
0.475996778,0.42833472,1.111272927,0.899868948,0.526352094,0.473647906,-0.047662058,-0.052704189
0.584571507,0.499159377,1.171111941,0.853889338,0.539406522,0.460593478,-0.08541213,-0.078813044
0.389660548,0.44853914,0.868732544,1.151102267,0.464877944,0.535122056,0.058878592,0.070244111
0.623021001,0.521638239,1.194354544,0.83727232,0.544285128,0.455714872,-0.101382762,-0.088570256
0.436636231,0.42882399,1.018217826,0.982108125,0.504513345,0.495486655,-0.007812241,-0.00902669
0.397220929,0.430995454,0.921636006,1.085027053,0.479610084,0.520389916,0.033774525,0.040779832
0.418523223,0.409861907,1.021132279,0.979305053,0.505227832,0.494772168,-0.008661316,-0.010455663
0.326844451,0.313882638,1.041295094,0.960342564,0.510114925,0.489885075,-0.012961813,-0.02022985
0.488900319,0.383886301,1.273555002,0.785203621,0.56016019,0.43983981,-0.105014018,-0.12032038
0.363819237,0.354934269,1.025032714,0.97557862,0.506180817,0.493819183,-0.008884968,-0.012361634
0.619205779,0.661933291,0.935450426,1.069003736,0.483324405,0.516675595,0.042727512,0.03335119
0.109869051,0.167480529,0.656010891,1.524364937,0.396139237,0.603860763,0.057611478,0.207721526
0.333298907,0.375150397,0.888440768,1.125567438,0.470462608,0.529537392,0.04185149,0.059074785
0.517787899,0.607321759,0.852575906,1.172916092,0.460211052,0.539788948,0.08953386,0.079577897
0.187729402,0.310256538,0.605077989,1.65267952,0.376977314,0.623022686,0.122527136,0.246045372
0.432625722,0.529890216,0.816444065,1.22482365,0.449473827,0.550526173,0.097264494,0.101052346
0.35753778,0.384647407,0.929520838,1.075823112,0.481736615,0.518263385,0.027109627,0.036526769
0.293113229,0.356568826,0.822038293,1.216488342,0.451164114,0.548835886,0.063455597,0.097671771
0.113408524,0.169675613,0.668384348,1.496145149,0.400617729,0.599382271,0.056267089,0.198764543
0.412190652,0.429073402,0.960653003,1.040958595,0.489965844,0.510034156,0.01688275,0.020068313
0.208334128,0.242073852,0.860622187,1.161950057,0.462545375,0.537454625,0.033739724,0.07490925
0.23341302,0.361107447,0.646381076,1.547074996,0.392607207,0.607392793,0.127694427,0.214785586
0.275767615,0.367237289,0.750924874,1.331691138,0.428873269,0.571126731,0.091469674,0.142253463
0.232774129,0.317823215,0.732401278,1.365371729,0.422766531,0.577233469,0.085049086,0.154466938
0.247774958,0.330683301,0.749281736,1.33461147,0.428336797,0.571663203,0.082908343,0.143326406
0.024928346,0.207210191,0.120304633,8.312231826,0.107385643,0.892614357,0.182281845,0.785228715
0.651316242,0.650675859,1.000984181,0.999016786,0.500245924,0.499754076,-0.000640383,-0.000491849
0.605635063,0.646458937,0.936850012,1.067406721,0.48369776,0.51630224,0.040823874,0.03260448
0.418165198,0.507690106,0.823662295,1.214089811,0.451652862,0.548347138,0.089524908,0.096694276
0.57889071,0.622160169,0.930452862,1.074745471,0.481986833,0.518013167,0.043269459,0.036026333
0.476442258,0.508006053,0.937867286,1.066248941,0.48396879,0.51603121,0.031563795,0.03206242
0.523493294,0.642891865,0.814278921,1.228080421,0.448816834,0.551183166,0.119398571,0.102366332
0.489773262,0.645645655,0.758579041,1.31825419,0.431359082,0.568640918,0.155872393,0.137281836
0.269569543,0.218290447,1.234912231,0.809774148,0.552555136,0.447444864,-0.051279096,-0.105110271
0.420398591,0.451291799,0.931544938,1.073485517,0.482279713,0.517720287,0.030893208,0.035440574
0.115577934,0.196357608,0.588609401,1.698919519,0.370518644,0.629481356,0.080779674,0.258962712
0.152468863,0.256218579,0.595073408,1.680464942,0.373069606,0.626930394,0.103749716,0.253860788
0.036166785,0.130560971,0.277010693,3.609968954,0.216921201,0.783078799,0.094394186,0.566157599
0.334717067,0.437920317,0.764333268,1.308329811,0.433213657,0.566786343,0.10320325,0.133572685
0.403173517,0.497361695,0.810624383,1.233616976,0.447704334,0.552295666,0.094188178,0.104591333
0.333204751,0.481034854,0.692683177,1.44366145,0.409221989,0.590778011,0.147830103,0.181556021
0.461775712,0.616577723,0.7489335,1.335232034,0.428222971,0.571777029,0.154802011,0.143554057
0.253129114,0.413192404,0.612618024,1.632338523,0.379890349,0.620109651,0.16006329,0.240219302
0.131105754,0.317039094,0.413531821,2.41819359,0.292552184,0.707447816,0.18593334,0.414895632
0.226547901,0.290477648,0.77991509,1.28219086,0.438175447,0.561824553,0.063929747,0.123649106
0.176287875,0.43820159,0.402298574,2.485715992,0.286885106,0.713114894,0.261913715,0.426229789
0.079655592,0.284605669,0.279880553,3.572952782,0.218677088,0.781322912,0.204950077,0.562645823
0.211227512,0.305647893,0.691081198,1.447007968,0.408662339,0.591337661,0.094420381,0.182675322
0.457595433,0.661148436,0.692122083,1.444831806,0.409026092,0.590973908,0.203553003,0.181947815
0.414005323,0.338447235,1.22324924,0.817494888,0.550207875,0.449792125,-0.075558088,-0.10041575
0.475543045,0.3978073,1.195410554,0.836532684,0.544504331,0.455495669,-0.077735745,-0.089008661
0.29234103,0.144711101,2.020170035,0.495007837,0.668892815,0.331107185,-0.147629929,-0.337785629
0.101784412,0.235869879,0.431527809,2.317347759,0.301445635,0.698554365,0.134085467,0.397108731
0.148492481,0.241700563,0.614365474,1.627695634,0.380561579,0.619438421,0.093208082,0.238876842
0.207792816,0.029833824,6.965007771,0.143574858,0.874450844,0.125549156,-0.177958992,-0.748901689
0.1261095,0.022992961,5.484700296,0.182325368,0.845790869,0.154209131,-0.103116539,-0.691581737
0.083247453,0.248467867,0.335043135,2.984690318,0.250960531,0.749039469,0.165220414,0.498078937
0.303782429,0.459929229,0.660498202,1.514008662,0.397771104,0.602228896,0.1561468,0.204457793
0.29723981,0.412108995,0.721265038,1.386452895,0.419031946,0.580968054,0.114869185,0.161936108
0.353090622,0.42395469,0.832849902,1.200696545,0.454401586,0.545598414,0.070864068,0.091196828
0.587641231,0.555067646,1.058683991,0.944568925,0.514252792,0.485747208,-0.032573585,-0.028505585
0.572696072,0.543495054,1.053728213,0.949011318,0.513080653,0.486919347,-0.029201018,-0.026161306
0.613210646,0.525992147,1.165817112,0.857767474,0.538280497,0.461719503,-0.087218499,-0.076560995
0.610413169,0.554344682,1.101143727,0.908146662,0.524068731,0.475931269,-0.056068487,-0.048137462
0.11075887,0.092124841,1.202269321,0.831760391,0.54592293,0.45407707,-0.018634029,-0.09184586
0.559289899,0.452739175,1.235346818,0.809489275,0.552642126,0.447357874,-0.106550724,-0.105284252
0.482569636,0.458221798,1.053135486,0.949545441,0.512940083,0.487059917,-0.024347838,-0.025880165
0.444584534,0.301780057,1.473207138,0.678791172,0.595666701,0.404333299,-0.142804477,-0.191333403
0.56022904,0.456570148,1.22703826,0.814970513,0.550973139,0.449026861,-0.103658892,-0.101946277
0.432787458,0.233271114,1.855298115,0.538996936,0.649773873,0.350226127,-0.199516344,-0.299547746
0.527721557,0.39177495,1.347001785,0.742389514,0.573924483,0.426075517,-0.135946607,-0.147848965
0.615084054,0.541760985,1.135342099,0.88079179,0.531690964,0.468309036,-0.073323069,-0.063381928
0.614638069,0.495498557,1.240443711,0.806163142,0.553659842,0.446340158,-0.119139512,-0.107319684
0.527729715,0.36982699,1.426963768,0.700788641,0.587962534,0.412037466,-0.157902725,-0.175925069
0.640793716,0.594470188,1.077924056,0.927709141,0.518750458,0.481249542,-0.046323528,-0.037500916
0.641922655,0.565244213,1.135655422,0.880548784,0.53175967,0.46824033,-0.076678442,-0.063519339
